child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context
nanette,123,say,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,NONE,I think Nanette start-PAST to say she be-PAST go-PRESP to bang me,dinner
nanette,123,bang,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I think Nanette start-PAST to say she be-PAST go-PRESP to bang me,dinner
nanette,124,say,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,NONE,then she say-PAST she~be go-PRESP~to go,dinner
nanette,124,go,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,then she say-PAST she~be go-PRESP~to go,dinner
nanette,126,tell,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,cause she tell-PAST me early-CP today she be-PAST go-PRESP~to bang me,dinner
nanette,126,bang,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,cause she tell-PAST me early-CP today she be-PAST go-PRESP~to bang me,dinner
nanette,130,eat,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,because Nanette eat-PAST the Playdoh,dinner
nanette,131,tell,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,eat,and I tell-PAST her she could~not eat the Playdoh,dinner
nanette,131,eat,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,and I tell-PAST her she could~not eat the Playdoh,dinner
nanette,132,put,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,and where be-PAST I go-PRESP to put-ZERO it,dinner
nanette,134,learn,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,until you can learn,dinner
nanette,137,learn,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,until you can learn how to play with it,dinner
nanette,137,play,False,False,False,with,it,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,until you can learn how to play with it,dinner
nanette,140,tell,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~be glad you tell-PAST me,dinner
nanette,141,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,make,you want~to make it a little loud-CP,dinner
nanette,141,make,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you want~to make it a little loud-CP,dinner
nanette,143,do,True,True,True,for,you,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~will do it for you,dinner
nanette,150,tell,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I can~not tell,dinner
nanette,153,see,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I have_to see them,dinner
nanette,154,sound,True,True,False,like,something,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-3S~not it sound like something,dinner
nanette,156,say,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,say-3S soft-dadj,dinner
nanette,158,love,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you love Denise,dinner
nanette,160,know,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you know what Denise,dinner
nanette,162,love,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you love Janet,dinner
nanette,164,tell,True,True,True,about,the,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,can you tell Daddy about the doll that Denise have-PAST,dinner
nanette,164,have,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,can you tell Daddy about the doll that Denise have-PAST,dinner
nanette,167,have,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,no what be-PAST the doll like that Denise have-PAST today,dinner
nanette,168,remember,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you remember,dinner
nanette,170,know,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do~not know,dinner
nanette,173,ask,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do-PAST~not ask her,dinner
nanette,174,have,False,True,False,at,house,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,but it be-PAST just like a doll that Nanette have-PAST at Mamie Ida~s house,dinner
nanette,175,say,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-3S that say,dinner
nanette,178,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,try,do you want~to try use-PRESP your fork Nanette,dinner
nanette,178,try,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want~to try use-PRESP your fork Nanette,dinner
nanette,180,begin,True,True,False,with,a,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Sarah begin-3S with a,dinner
nanette,182,make,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what letter make-3S the sss sound,dinner
nanette,183,want,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want more Brussels sprout-3S,dinner
nanette,183,sprout,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want more Brussels sprout-3S,dinner
nanette,184,try,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,try use-PRESP the spoon,dinner
nanette,186,try,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,just try one at a time,dinner
nanette,187,bet,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,forget,cause I bet-ZERO you forget-PAST the one over there,dinner
nanette,187,forget,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,cause I bet-ZERO you forget-PAST the one over there,dinner
nanette,188,like,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you like it,dinner
nanette,190,know,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do-PAST~not know whether you will-COND or not,dinner
nanette,195,come,True,True,False,after,s,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what come-3S after s,dinner
nanette,196,come,True,True,False,after,s,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what come-3S after s,dinner
nanette,203,come,True,True,False,after,t,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what come-3S after t,dinner
nanette,205,come,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what come-3S after,dinner
nanette,209,say,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,be-3S that what the song say-3S when it come-3S to the letter p,dinner
nanette,209,come,False,True,False,to,p,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,be-3S that what the song say-3S when it come-3S to the letter p,dinner
nanette,210,listen,False,False,False,to,t,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us listen to the t,dinner
nanette,212,think,True,True,False,of,a,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,can you think of a word that stand-3S for t,dinner
nanette,212,stand,False,False,False,for,t,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,can you think of a word that stand-3S for t,dinner
nanette,216,begin,True,False,False,with,t,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,talk-PRESP begin-3S with a t,dinner
nanette,219,understand,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do-PAST~not understand that,dinner
nanette,220,tell,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,say,could you tell me again what you say-PAST,dinner
nanette,220,say,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,could you tell me again what you say-PAST,dinner
nanette,221,take,True,True,True,out_of,mouth,in,way,NONE,NONE,NONE,NONE,False,NONE,could you take it out_of your mouth mouth in a nice-CP way,dinner
nanette,223,put,True,False,True,under,table,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,just put-ZERO your foot-PL under the table,dinner
nanette,228,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,go,do you want to go to bed,dinner
nanette,228,go,False,False,False,to,bed,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want to go to bed,dinner
nanette,229,finish,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,well hurry up and finish your meal,dinner
nanette,232,take,True,True,False,off,shoe,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I take-PAST off your shoe-PL when you have-PAST a nap,dinner
nanette,232,have,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I take-PAST off your shoe-PL when you have-PAST a nap,dinner
nanette,233,see,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,put,a I do-PAST~not see any reason to put-ZERO them on cause we be-PAST spend-PRESP the afternoon here when Matty come-PAST over,dinner
nanette,233,put,False,False,True,on,cause,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,a I do-PAST~not see any reason to put-ZERO them on cause we be-PAST spend-PRESP the afternoon here when Matty come-PAST over,dinner
nanette,233,come,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,a I do-PAST~not see any reason to put-ZERO them on cause we be-PAST spend-PRESP the afternoon here when Matty come-PAST over,dinner
nanette,235,tell,True,True,True,about,being,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,oh you do-PAST~not tell Daddy about Matty being here,dinner
nanette,236,come,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,oh Matty final-dadj come-PAST,dinner
nanette,238,do,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what do-PAST you and Matty do,dinner
nanette,240,play,True,True,False,on,slide,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-PAST you play on the slide,dinner
nanette,241,do,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-PAST you play with your A_T_B explore-dv,dinner
nanette,241,play,True,True,False,with,explore,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-PAST you play with your A_T_B explore-dv,dinner
nanette,242,do,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-PAST Matty play with your A_T_B explore-dv,dinner
nanette,243,have,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do-PAST he have fun,dinner
nanette,244,take,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,they take-PAST turn-PL,dinner
nanette,247,have,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,we have-PAST another surprise,dinner
nanette,248,come,True,True,True,to,stay,with,us,NONE,NONE,NONE,NONE,False,NONE,who come-PAST to stay with us this afternoon,dinner
nanette,249,take,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,who do-PAST Mommy take care of,dinner
nanette,252,remember,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,come,do you remember who come-PAST to stay with us while his Mommy go-PAST away,dinner
nanette,252,come,False,True,False,to,stay,with,us,NONE,NONE,NONE,NONE,False,NONE,do you remember who come-PAST to stay with us while his Mommy go-PAST away,dinner
nanette,252,go,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you remember who come-PAST to stay with us while his Mommy go-PAST away,dinner
nanette,255,stay,True,False,False,with,you,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,not no not who stay-3S with you when Mommy go-3S away,dinner
nanette,255,go,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,not no not who stay-3S with you when Mommy go-3S away,dinner
nanette,256,take,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,who do-PAST Mommy take care of today,dinner
nanette,257,take,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,who who do-PAST I take care of,dinner
nanette,259,have,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,we have-PAST Daniel Evan,dinner
nanette,264,forget,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,be,forget-PAST what it be-PAST like,dinner
nanette,267,close,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,close your mouth so fast,dinner
nanette,269,talk,False,True,False,to,him,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,he just lay there and Nanette talk-PAST to him,dinner
nanette,270,cry,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,he cry-PAST a lot when his Mommy come-PAST back though,dinner
nanette,270,come,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,he cry-PAST a lot when his Mommy come-PAST back though,dinner
nanette,273,do,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what do-PAST you do while he be-PAST here Nanette,dinner
nanette,276,remember,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you remember Nanette,dinner
nanette,277,do,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what Mommy do-PAST when the baby be-PAST here,dinner
nanette,278,want,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,listen,do you want to listen to your record,dinner
nanette,278,listen,False,False,False,to,record,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want to listen to your record,dinner
nanette,280,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want something to drink Jim,dinner
nanette,283,get,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~will get something,dinner
nanette,284,get,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what be-PRES you go-PRESP to get,dinner
nanette,286,know,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,True,have,I do~not know what we have in there,dinner
nanette,286,have,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do~not know what we have in there,dinner
nanette,287,have,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,we have some cranapple juice,dinner
nanette,288,take,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~will take some,dinner
nanette,290,like,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you like this record,dinner
nanette,294,come,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what come-3S after,dinner
nanette,296,have,True,True,False,on,pants,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you have one on your pants today,dinner
nanette,297,pant,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what letter~be on your pant-3S,dinner
nanette,299,remember,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you remember what~be on your pant-3S,dinner
nanette,299,pant,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you remember what~be on your pant-3S,dinner
nanette,300,look,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,look down,dinner
nanette,305,begin,True,True,False,with,a,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,a walrus begin-3S with a,dinner
nanette,307,hear,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,well we~be go-PRESP~to hear the w next,dinner
nanette,309,say,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,he just say-PAST it,dinner
nanette,310,listen,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us listen,dinner
nanette,311,want,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,want some of my punch,dinner
nanette,314,have,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,why do~not you have some of Mommy~s instead,dinner
nanette,316,have,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,cause Daddy have-3S a little cold,dinner
nanette,318,think,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,False,be,I do-PAST~not think it be-PAST hot,dinner
nanette,319,play,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us not play,dinner
nanette,320,eat,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us eat it,dinner
nanette,322,want,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,make,want me to make it into a sandwich again for you,dinner
nanette,322,make,False,False,True,into,a,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,want me to make it into a sandwich again for you,dinner
nanette,324,like,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~will put-ZERO it like this,dinner
nanette,326,want,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,okay you eat it any way you want,dinner
nanette,327,eat,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,have_to eat this,dinner
nanette,328,want,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,eat it anyway you want,dinner
nanette,330,like,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you like Janet~s shoe-PL Nanette,dinner
nanette,333,come,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,it be-PAST charm-PRESP war Nanette come-PAST,dinner
nanette,335,realize,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,but now I hard-dadj even realize it~be a dine-PRESP room,dinner
nanette,336,have,False,False,True,in,bed,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Nanette someday do you think you~will be big enough to have all your toy-PL in your bed,dinner
nanette,337,put,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,this be-3S a glass coffee table so we put-ZERO the make-PASTP her a top,dinner
nanette,338,know,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,it must be I do~not know way over a year old,dinner
nanette,340,notice,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,but I notice it ha-PL some of her one year old birth card-PL on it,dinner
nanette,342,sing,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I be-PAST go-PRESP~to sing that today,dinner
nanette,343,have,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,have,so we have-PAST to have get-PASTP that after her birth,dinner
nanette,343,have,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,so we have-PAST to have get-PASTP that after her birth,dinner
nanette,347,see,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,oh Denise be-3S the little girl that we see-PAST this afternoon,dinner
nanette,348,like,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you like that name,dinner
nanette,352,know,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you do~not know the name Janet,dinner
nanette,353,do,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,well you do now,dinner
nanette,356,stay,True,False,False,with,us,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,who stay-3S with us,dinner
nanette,361,want,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,see,want to see if you guess what the dessert be-3S,dinner
nanette,361,see,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,want to see if you guess what the dessert be-3S,dinner
nanette,361,guess,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,True,be,want to see if you guess what the dessert be-3S,dinner
nanette,362,see,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us see,dinner
nanette,363,bet,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,False,guess,I bet-ZERO you can~not guess it let~us try it,dinner
nanette,363,guess,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,True,NONE,I bet-ZERO you can~not guess it let~us try it,dinner
nanette,363,try,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I bet-ZERO you can~not guess it let~us try it,dinner
nanette,364,think,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you think it~be cookie-PL,dinner
nanette,365,think,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you think it~be cake,dinner
nanette,369,think,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you think it~be pudding,dinner
nanette,371,think,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what do you think it could be if it~be cold,dinner
nanette,373,sit,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Nanette will-COND you sit down please,dinner
nanette,375,want,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,go,no I do~not want you to go away,dinner
nanette,375,go,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,no I do~not want you to go away,dinner
nanette,376,want,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,go,no I do~not want you to go away,dinner
nanette,376,go,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,no I do~not want you to go away,dinner
nanette,377,come,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,come on,dinner
nanette,384,have,True,True,True,at,table,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,we always have supper at the table,dinner
nanette,388,like,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,bring,if you~genmod like to bring a friend from the from your play here you can,dinner
nanette,388,bring,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,if you~genmod like to bring a friend from the from your play here you can,dinner
nanette,391,come,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,and then you come in and no more,dinner
nanette,393,do,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you have_to do it right away,dinner
nanette,394,do,True,True,True,before,count,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you have_to do it before I count three one two three now go do it,dinner
nanette,394,count,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you have_to do it before I count three one two three now go do it,dinner
nanette,394,go,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you have_to do it before I count three one two three now go do it,dinner
nanette,396,care,True,False,False,to,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I do~not care to,dinner
nanette,401,do,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,just do-PAST it,dinner
nanette,404,finish,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,have you finish-PAST eat-PRESP,dinner
nanette,405,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want anymore of your supper,dinner
nanette,406,like,True,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,will-COND you like your dessert,dinner
nanette,407,see,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us see if you can guess what the dessert be-3S,dinner
nanette,407,guess,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,True,be,let~us see if you can guess what the dessert be-3S,dinner
nanette,408,have,False,True,False,for,dessert,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what will-COND be cold that we might have for dessert,dinner
nanette,410,think,False,True,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,what do you think it could be,dinner
nanette,411,think,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,True,be,do you think it will-COND be hot cocoa if it be-PAST very cold,dinner
nanette,416,go,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Nanette where~be your favorite place to go,dinner
nanette,417,take,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Nanette we have_to take the food away if you get up,dinner
nanette,417,get,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,Nanette we have_to take the food away if you get up,dinner
nanette,418,sit,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,please sit down cmon,dinner
nanette,419,bring,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,nope okay then bring your food down,dinner
nanette,420,put,True,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,okay then put-ZERO your hand-PL,dinner
nanette,424,go,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us go wash up,dinner
nanette,424,wash,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,let~us go wash up,dinner
nanette,427,sit,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you~be go-PRESP~to sit,dinner
nanette,429,sit,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you~be sit and wait,dinner
nanette,429,wait,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,you~be sit and wait,dinner
nanette,431,want,True,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,False,finish,do you want to finish your hamburger and your Brussels sprout-3S,dinner
nanette,431,finish,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want to finish your hamburger and your Brussels sprout-3S,dinner
nanette,431,sprout,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,do you want to finish your hamburger and your Brussels sprout-3S,dinner
nanette,433,sit,True,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,okay then sit down and have your Brussels sprout-3S,dinner
nanette,433,have,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,okay then sit down and have your Brussels sprout-3S,dinner
nanette,433,sprout,False,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,okay then sit down and have your Brussels sprout-3S,dinner
nanette,435,tell,False,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,False,NONE,I~be not go-PRESP~to tell you,dinner
