child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context,subcorp,childSentence
wanda,13,rip,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she rip-PAST it out and then she stick-PAST and one of the break-PASTP piece-PL be-3S just lose-PAST,dinner,7,wanda13
wanda,13,stick,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she rip-PAST it out and then she stick-PAST and one of the break-PASTP piece-PL be-3S just lose-PAST,dinner,7,wanda13
wanda,13,lose,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she rip-PAST it out and then she stick-PAST and one of the break-PASTP piece-PL be-3S just lose-PAST,dinner,7,wanda13
wanda,15,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know,dinner,5,wanda15
wanda,16,think,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it be-PAST the think-PAST that count-3S right,dinner,5,wanda16
wanda,16,count,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it be-PAST the think-PAST that count-3S right,dinner,5,wanda16
wanda,19,get,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,present,since your birth~s come-PRESP up I~be sure you~will get lots_of other nice present-3S too,dinner,4,wanda19
wanda,19,present,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,since your birth~s come-PRESP up I~be sure you~will get lots_of other nice present-3S too,dinner,4,wanda19
wanda,25,turn,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you turn it around and around,dinner,4,wanda25
wanda,26,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,do,well you know what you do-PAST,dinner,1,wanda26
wanda,26,do,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well you know what you do-PAST,dinner,1,wanda26
wanda,28,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now I do~not know if you want~to do it or not,dinner,4,wanda28
wanda,28,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,do,now I do~not know if you want~to do it or not,dinner,4,wanda28
wanda,28,do,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now I do~not know if you want~to do it or not,dinner,4,wanda28
wanda,31,listen,TRUE,FALSE,FALSE,to,say,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,listen to what Daddy~be say-PRESP,dinner,9,wanda31
wanda,32,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and they have-PAST those big punch bowl-PL again,dinner,5,wanda32
wanda,33,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they have-PAST the big one-PL,dinner,9,wanda33
wanda,34,guess,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I guess that that,dinner,1,wanda34
wanda,35,think,FALSE,FALSE,FALSE,of,thing,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I be-1S try-PRESP to think of thing-PL that you~have get-PASTP present-PL from other birth party-PL,dinner,0,wanda35
wanda,36,have,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,cause I think some kid-PL have some real-dadj nice present-PL,dinner,6,wanda36
wanda,37,break,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,thing-PL you do~not real-dadj break,dinner,5,wanda37
wanda,38,get,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well Susan~s birth party you get-PAST Playdoh right,dinner,1,wanda38
wanda,43,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,hold,there you want~to hold this so I could,dinner,0,wanda43
wanda,43,hold,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,there you want~to hold this so I could,dinner,0,wanda43
wanda,44,get,TRUE,TRUE,FALSE,at,party,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and at Joe~s party you get-PAST a,dinner,5,wanda44
wanda,48,give,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Tricia do-PAST~not give candy,dinner,1,wanda48
wanda,54,believe,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I can~not believe that,dinner,2,wanda54
wanda,58,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,turn,you want me to turn your spaghetti around in there,dinner,5,wanda58
wanda,58,turn,FALSE,FALSE,TRUE,in,there,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want me to turn your spaghetti around in there,dinner,5,wanda58
wanda,59,look,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,say well look,dinner,6,wanda59
wanda,60,believe,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,NONE,I can~not believe they~be hear-PRESP this,dinner,2,wanda60
wanda,61,guess,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,be,I~be try-PRESP to guess what will-COND be a good thing to,dinner,7,wanda61
wanda,65,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Daddy could do magic trick-PL,dinner,9,wanda65
wanda,69,do,FALSE,FALSE,FALSE,at,party,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~be your magic trick go-PRESP to be that you~be go-PRESP to do at the party,dinner,5,wanda69
wanda,76,want,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want some salad,dinner,0,wanda76
wanda,77,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Wanda do-PAST you want any salad,dinner,2,wanda77
wanda,80,want,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want some carrot-PL,dinner,2,wanda80
wanda,89,show,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah he show-PAST me one of his that he spend-PAST month-PL on,dinner,0,wanda89
wanda,89,spend,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah he show-PAST me one of his that he spend-PAST month-PL on,dinner,0,wanda89
wanda,91,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,have,you know Tom have-3S a little girl who~be just about your age too,dinner,0,wanda91
wanda,91,have,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know Tom have-3S a little girl who~be just about your age too,dinner,0,wanda91
wanda,94,say,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I be-PAST go-PRESP to say try not to dip it in the spaghetti sauce,dinner,5,wanda94
wanda,94,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,dip,I be-PAST go-PRESP to say try not to dip it in the spaghetti sauce,dinner,5,wanda94
wanda,94,dip,FALSE,FALSE,TRUE,in,sauce,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I be-PAST go-PRESP to say try not to dip it in the spaghetti sauce,dinner,5,wanda94
wanda,96,want,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,twirl,want me to twirl your spaghetti around,dinner,1,wanda96
wanda,96,twirl,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want me to twirl your spaghetti around,dinner,1,wanda96
wanda,98,help,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,do,I~will help you do that okay,dinner,4,wanda98
wanda,98,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will help you do that okay,dinner,4,wanda98
wanda,100,decide,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,put,I decide-PAST to put-ZERO some chicken in the spaghetti because that~be the way Auntie Charlotte use-PAST to do it,dinner,5,wanda100
wanda,100,put,FALSE,FALSE,TRUE,in,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I decide-PAST to put-ZERO some chicken in the spaghetti because that~be the way Auntie Charlotte use-PAST to do it,dinner,5,wanda100
wanda,100,use,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,do,I decide-PAST to put-ZERO some chicken in the spaghetti because that~be the way Auntie Charlotte use-PAST to do it,dinner,5,wanda100
wanda,100,do,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I decide-PAST to put-ZERO some chicken in the spaghetti because that~be the way Auntie Charlotte use-PAST to do it,dinner,5,wanda100
wanda,101,remember,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,remember Auntie Charlotte,dinner,4,wanda101
wanda,103,use,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,feed,use-PAST to feed you spaghetti sauce every afternoon at four o'clock,dinner,7,wanda103
wanda,103,feed,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,use-PAST to feed you spaghetti sauce every afternoon at four o'clock,dinner,7,wanda103
wanda,106,go,TRUE,TRUE,FALSE,to,party,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh when Liz go-PAST to your birth party last year,dinner,6,wanda106
wanda,107,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,go,and she have-PAST to go,dinner,4,wanda107
wanda,107,go,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and she have-PAST to go,dinner,4,wanda107
wanda,108,stay,TRUE,TRUE,FALSE,for,thing,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she could~not stay for the whole thing,dinner,9,wanda108
wanda,112,have,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,make,have you make-PAST a final list yet,dinner,7,wanda112
wanda,112,make,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,have you make-PAST a final list yet,dinner,7,wanda112
wanda,114,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and I think that~be about as good as any,dinner,9,wanda114
wanda,120,have,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you go-PRESP to have anybody else there,dinner,0,wanda120
wanda,127,know,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,there~be no chicken but you know what,dinner,1,wanda127
wanda,141,happen,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what happen-PAST,dinner,0,wanda141
wanda,143,come,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you mean it your wild-SP dream come-PAST true,dinner,4,wanda143
wanda,144,turn,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah you just turn-PAST it and it come-PAST out,dinner,0,wanda144
wanda,144,come,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah you just turn-PAST it and it come-PAST out,dinner,0,wanda144
wanda,145,turn,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you just turn-PAST it on once,dinner,2,wanda145
wanda,150,do,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no do-PAST you think that Mommy will-COND be or be-3S it somebody else,dinner,2,wanda150
wanda,150,think,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,that,TENSED,FALSE,be,no do-PAST you think that Mommy will-COND be or be-3S it somebody else,dinner,2,wanda150
wanda,153,give,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I will~not give her the money for it,dinner,7,wanda153
wanda,154,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,but you do~not have any problem-PL,dinner,1,wanda154
wanda,155,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know something,dinner,4,wanda155
wanda,157,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,think,yeah but I have-PAST to think about whether or not it be-PAST a case for because it real-dadj do-PAST~not belong to her,dinner,5,wanda157
wanda,157,think,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah but I have-PAST to think about whether or not it be-PAST a case for because it real-dadj do-PAST~not belong to her,dinner,5,wanda157
wanda,157,belong,FALSE,TRUE,FALSE,to,her,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah but I have-PAST to think about whether or not it be-PAST a case for because it real-dadj do-PAST~not belong to her,dinner,5,wanda157
wanda,158,decide,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,that,TENSED,TRUE,be,and I decide-PAST that it be-PAST like when you found that plastic coin in the park-PRESP lot and we do-PAST~not know who it belong-PAST to and there be-PAST no way of find-PRESP out,dinner,2,wanda158
wanda,158,found,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,know,and I decide-PAST that it be-PAST like when you found that plastic coin in the park-PRESP lot and we do-PAST~not know who it belong-PAST to and there be-PAST no way of find-PRESP out,dinner,2,wanda158
wanda,158,know,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,belong,and I decide-PAST that it be-PAST like when you found that plastic coin in the park-PRESP lot and we do-PAST~not know who it belong-PAST to and there be-PAST no way of find-PRESP out,dinner,2,wanda158
wanda,158,belong,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and I decide-PAST that it be-PAST like when you found that plastic coin in the park-PRESP lot and we do-PAST~not know who it belong-PAST to and there be-PAST no way of find-PRESP out,dinner,2,wanda158
wanda,159,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,keep,so we say-PAST you could keep it but you know you can~not always find and keep thing-PL,dinner,3,wanda159
wanda,159,keep,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so we say-PAST you could keep it but you know you can~not always find and keep thing-PL,dinner,3,wanda159
wanda,159,know,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,find,so we say-PAST you could keep it but you know you can~not always find and keep thing-PL,dinner,3,wanda159
wanda,159,find,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so we say-PAST you could keep it but you know you can~not always find and keep thing-PL,dinner,3,wanda159
wanda,159,keep,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so we say-PAST you could keep it but you know you can~not always find and keep thing-PL,dinner,3,wanda159
wanda,160,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,belong,if you know who they belong to,dinner,5,wanda160
wanda,160,belong,FALSE,TRUE,TRUE,to,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if you know who they belong to,dinner,5,wanda160
wanda,162,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah but you know if you find-PAST,dinner,3,wanda162
wanda,162,find,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah but you know if you find-PAST,dinner,3,wanda162
wanda,164,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,that,TENSED,FALSE,belong,if you have something that belong-3S to somebody,dinner,5,wanda164
wanda,164,belong,FALSE,FALSE,FALSE,to,somebody,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if you have something that belong-3S to somebody,dinner,5,wanda164
wanda,166,give,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you have_to give it back,dinner,3,wanda166
wanda,173,wind,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can I wind you some more spaghetti,dinner,6,wanda173
wanda,178,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she have-PAST a whole bunch of grape-PL,dinner,6,wanda178
wanda,179,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not think this open-3S,dinner,2,wanda179
wanda,179,open,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not think this open-3S,dinner,2,wanda179
wanda,181,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know,dinner,6,wanda181
wanda,187,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,let-ZERO me see it,dinner,3,wanda187
wanda,187,see,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO me see it,dinner,3,wanda187
wanda,189,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,let-ZERO me see it,dinner,7,wanda189
wanda,189,see,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO me see it,dinner,7,wanda189
wanda,190,let,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO Mommy take a look at it,dinner,4,wanda190
wanda,190,take,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO Mommy take a look at it,dinner,4,wanda190
wanda,190,look,TRUE,FALSE,FALSE,at,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO Mommy take a look at it,dinner,4,wanda190
wanda,191,see,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,can I see it,dinner,5,wanda191
wanda,192,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,alright let-ZERO me see,dinner,1,wanda192
wanda,192,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,alright let-ZERO me see,dinner,1,wanda192
wanda,205,see,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,although when you see this,dinner,6,wanda205
wanda,207,imagine,TRUE,TRUE,FALSE,for,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I can~not imagine anybody pay-PRESP money for that can you,dinner,5,wanda207
wanda,208,let,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,buy,that~be why Mommy do-3S~not let-ZERO you buy those thing-PL because they~be real-dadj junk-dn,dinner,5,wanda208
wanda,208,buy,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be why Mommy do-3S~not let-ZERO you buy those thing-PL because they~be real-dadj junk-dn,dinner,5,wanda208
wanda,211,let,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,keep,that~be right so I let-ZERO you keep it,dinner,5,wanda211
wanda,211,keep,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be right so I let-ZERO you keep it,dinner,5,wanda211
wanda,212,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Judy tell-PAST me yesterday that,dinner,5,wanda212
wanda,213,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,babysat,she say-PAST she and her babysat babysat,dinner,7,wanda213
wanda,213,babysat,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she say-PAST she and her babysat babysat,dinner,7,wanda213
wanda,213,babysat,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she say-PAST she and her babysat babysat,dinner,7,wanda213
wanda,215,go,TRUE,TRUE,FALSE,like,this,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so if Wanda thought about something she go-PAST like this,dinner,0,wanda215
wanda,217,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and then she say-PAST something,dinner,9,wanda217
wanda,218,say,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,NONE,and she say-PAST I be-PAST~not go-PRESP to say a thing,dinner,4,wanda218
wanda,218,say,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and she say-PAST I be-PAST~not go-PRESP to say a thing,dinner,4,wanda218
wanda,220,realize,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,that,TENSED,TRUE,do,I do~not realize that I do it,dinner,1,wanda220
wanda,220,do,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not realize that I do it,dinner,1,wanda220
wanda,222,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,think,let~us see you think about something,dinner,2,wanda222
wanda,222,think,FALSE,TRUE,FALSE,about,something,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see you think about something,dinner,2,wanda222
wanda,223,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,do,pause yeah she do-3S do I do it too,dinner,0,wanda223
wanda,223,do,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,pause yeah she do-3S do I do it too,dinner,0,wanda223
wanda,226,put,TRUE,TRUE,TRUE,in,cabinet,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Elana put-ZERO it in the cabinet,dinner,1,wanda226
wanda,229,see,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you see,dinner,4,wanda229
wanda,230,look,TRUE,FALSE,FALSE,at,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at that,dinner,2,wanda230
wanda,232,see,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,how,TENSED,TRUE,be,you see how clean it be-3S,dinner,7,wanda232
wanda,233,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you should have see-PASTP the floor when everybody leave-PAST this place it be-PAST dangerous,dinner,3,wanda233
wanda,233,leave,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you should have see-PASTP the floor when everybody leave-PAST this place it be-PAST dangerous,dinner,3,wanda233
wanda,236,upset,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why be-3S Gwen upset,dinner,6,wanda236
wanda,237,bring,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I bring-PAST it up,dinner,1,wanda237
wanda,238,bring,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I bring-PAST it up,dinner,7,wanda238
wanda,239,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you do-PAST,dinner,0,wanda239
wanda,240,bring,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I bring-PAST it up because I be-PAST try-PRESP to bang the door back under the hinge and I,dinner,5,wanda240
wanda,240,bang,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I bring-PAST it up because I be-PAST try-PRESP to bang the door back under the hinge and I,dinner,5,wanda240
wanda,245,do,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not do that let-ZERO go do~not do that Elana,dinner,5,wanda245
wanda,245,let,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not do that let-ZERO go do~not do that Elana,dinner,5,wanda245
wanda,245,go,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not do that let-ZERO go do~not do that Elana,dinner,5,wanda245
wanda,245,do,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not do that let-ZERO go do~not do that Elana,dinner,5,wanda245
wanda,247,come,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,here you come huh,dinner,7,wanda247
wanda,254,bite,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if you bite the balloon Elana you will break it,dinner,1,wanda254
