child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context,subcorp,childSentence,,child,rand,childinitial,rand,
bobby,412,say,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not say nothing either,dinner,3,bobby412,,bobby631,0,b,0.115222357,0
bobby,413,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~genmod you do,dinner,3,bobby413,,bobby635,8,b,0.758060304,8
bobby,414,say,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not say nothing,dinner,9,bobby414,,bobby636,9,b,0.215962313,9
bobby,415,go,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do-PAST~not you go swim-PRESP,dinner,3,bobby415,,bobby637,8,b,0.19175982,8
bobby,419,do,TRUE,TRUE,TRUE,with,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and what do-PAST she do with it,dinner,7,bobby419,,bobby644,1,b,0.063957325,1
bobby,420,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do-PAST she do when she sit-PAST in the water,dinner,2,bobby420,,bobby648,1,b,0.563699076,1
bobby,420,sit,FALSE,TRUE,FALSE,in,water,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do-PAST she do when she sit-PAST in the water,dinner,2,bobby420,,bobby650,8,b,0.11647822,8
bobby,423,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,teach,do you want me to teach you too,dinner,5,bobby423,,bobby652,2,b,0.705941209,2
bobby,423,teach,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want me to teach you too,dinner,5,bobby423,,bobby659,6,b,0.350121005,6
bobby,424,kick,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how to kick,dinner,3,bobby424,,bobby660,2,b,0.046670752,2
bobby,425,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it take-3S quite a few lesson-PL,dinner,7,bobby425,,bobby662,6,b,0.505266064,6
bobby,426,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you have_to take some,dinner,3,bobby426,,bobby664,5,b,0.334828125,5
bobby,428,get,TRUE,TRUE,FALSE,to,be,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,before you get to to be a grand swim-dv,dinner,9,bobby428,,charlie2,7,c,0.101085679,7
bobby,429,cook,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~be go-PRESP~to cook them so we can put-ZERO them on,dinner,4,bobby429,,charlie6,6,c,0.413863017,6
bobby,429,put,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~be go-PRESP~to cook them so we can put-ZERO them on,dinner,4,bobby429,,charlie7,9,c,0.74592985,9
bobby,431,put,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Jen we~be go-PRESP~to put-ZERO the blueberry-PL on top of the cheese,dinner,2,bobby431,,charlie8,5,c,0.425078584,5
bobby,433,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want a couple,dinner,0,bobby433,,charlie9,4,c,0.257159361,4
bobby,434,taste,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they taste good-CP when they be-PRES cook-PASTP,dinner,3,bobby434,,charlie10,3,c,0.84393535,3
bobby,439,eat,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,eat it,dinner,5,bobby439,,charlie13,2,c,0.830354367,2
bobby,444,surprise,TRUE,FALSE,FALSE,at,taste,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~be real-dadj surprise-PAST at how good they taste,dinner,9,bobby444,,charlie14,0,c,0.14467126,0
bobby,444,taste,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~be real-dadj surprise-PAST at how good they taste,dinner,9,bobby444,,charlie16,8,c,0.158175654,8
bobby,445,call,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do you call those,dinner,1,bobby445,,charlie20,9,c,0.395279598,9
bobby,447,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,try again,dinner,4,bobby447,,charlie23,2,c,0.53126169,2
bobby,450,call,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so what do they call them,dinner,6,bobby450,,charlie25,2,c,0.444962876,2
bobby,455,hand,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,hand those to Bob,dinner,7,bobby455,,charlie33,9,c,0.988485994,9
bobby,459,do,TRUE,TRUE,TRUE,after,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what what do you do after supper,dinner,4,bobby459,,charlie34,8,c,0.890302369,8
bobby,461,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,want,I think Eric want-3S to see you up the street,dinner,2,bobby461,,charlie36,9,c,0.45981815,9
bobby,461,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,see,I think Eric want-3S to see you up the street,dinner,2,bobby461,,charlie38,8,c,0.832085714,8
bobby,461,see,FALSE,FALSE,TRUE,up,street,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think Eric want-3S to see you up the street,dinner,2,bobby461,,charlie39,6,c,0.181333184,6
bobby,462,ask,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,if,TENSED,TRUE,NONE,I be-PAST talk-PRESP today and he ask-PAST me if you be-PAST go-PRESP~to come out after supper,dinner,7,bobby462,,charlie40,2,c,0.317390954,2
bobby,462,come,FALSE,FALSE,FALSE,after,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I be-PAST talk-PRESP today and he ask-PAST me if you be-PAST go-PRESP~to come out after supper,dinner,7,bobby462,,charlie42,6,c,0.212601428,6
bobby,470,go,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yesterday that~be when you go-PAST,dinner,8,bobby470,,charlie44,8,c,0.416506116,8
bobby,471,understand,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no do~not you understand,dinner,1,bobby471,,charlie46,7,c,0.61350578,7
bobby,472,go,TRUE,TRUE,FALSE,to,yesterday,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you go-PAST down to the beach yesterday,dinner,4,bobby472,,charlie47,6,c,0.956490655,6
bobby,478,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want tea,dinner,5,bobby478,,charlie48,7,c,0.204997442,7
bobby,485,fall,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not be jump-PRESP you~be go-PRESP~to fall down,dinner,9,bobby485,,charlie49,1,c,0.408627318,1
bobby,486,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you have a tan,dinner,4,bobby486,,charlie54,2,c,0.480287339,2
bobby,487,look,TRUE,FALSE,FALSE,at,back,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wow look at your back,dinner,8,bobby487,,charlie56,0,c,0.578882701,0
bobby,488,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,let-ZERO me see your back Jen,dinner,1,bobby488,,charlie59,7,c,0.599064693,7
bobby,488,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let-ZERO me see your back Jen,dinner,1,bobby488,,charlie60,3,c,0.067996382,3
bobby,493,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,dinner,5,bobby493,,charlie61,6,c,0.781934003,6
bobby,496,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,dinner,7,bobby496,,charlie64,3,c,0.511388118,3
bobby,497,wear,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wear a bathe-PRESP suit,dinner,9,bobby497,,charlie65,2,c,0.803735374,2
bobby,502,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not we take a walk tonight,dinner,7,bobby502,,charlie66,3,c,0.307546716,3
bobby,504,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us see if there~be a summer thing around,dinner,4,bobby504,,charlie67,1,c,0.831983021,1
bobby,508,sit,TRUE,TRUE,FALSE,after,NONE,on,the,NONE,NONE,NONE,NONE,FALSE,NONE,maybe after we sit on the bench for awhile,dinner,8,bobby508,,charlie69,8,c,0.716811564,8
bobby,513,spill,TRUE,FALSE,TRUE,out_of,mouth,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,spill-PAST it out_of your mouth,dinner,4,bobby513,,charlie73,7,c,0.746037742,7
bobby,514,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,see,I~genmod like to see a concert,dinner,2,bobby514,,charlie74,4,c,0.894458833,4
bobby,514,see,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~genmod like to see a concert,dinner,2,bobby514,,charlie75,7,c,0.603362573,7
bobby,520,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,leak,do~not let-ZERO it leak out,dinner,6,bobby520,,charlie77,8,c,0.153374035,8
bobby,520,leak,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not let-ZERO it leak out,dinner,6,bobby520,,charlie78,9,c,0.325549609,9
bobby,525,spill,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it spill-PAST,dinner,8,bobby525,,charlie79,3,c,0.640876822,3
bobby,526,fall,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,almost fall-PAST out do-PAST~not it Jennifer,dinner,2,bobby526,,charlie82,5,c,0.107782916,5
bobby,528,swallow,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,swallow-PAST it,dinner,8,bobby528,,charlie86,7,c,0.833652898,7
bobby,529,play,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we~be not go-PRESP~to play that game anymore,dinner,2,bobby529,,charlie87,6,c,0.945450943,6
bobby,536,lose,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~will lose your drink,dinner,2,bobby536,,charlie91,4,c,0.789938341,4
bobby,538,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,do,we tell-PAST Bob not to do it,dinner,4,bobby538,,charlie99,7,c,0.420550824,7
bobby,538,do,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,we tell-PAST Bob not to do it,dinner,4,bobby538,,charlie102,4,c,0.963909763,4
bobby,539,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not you do it either,dinner,1,bobby539,,charlie103,4,c,0.589299133,4
bobby,543,get,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,I get-PAST a sunburn last week,dinner,7,bobby543,,charlie106,2,c,0.587059126,2
bobby,544,see,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,see,dinner,3,bobby544,,charlie121,1,c,0.882693966,1
bobby,545,go,TRUE,TRUE,FALSE,to,beach,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I can~not go to the beach everyday like you guy-PL,dinner,6,bobby545,,charlie123,8,c,0.618831781,8
bobby,546,peel,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,my sunburn peel-3S off,dinner,3,bobby546,,charlie125,0,c,0.168984225,0
bobby,547,do,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST you eat,dinner,0,bobby547,,charlie127,1,c,0.966876335,1
bobby,547,eat,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST you eat,dinner,0,bobby547,,charlie129,6,c,0.979489185,6
bobby,552,burn,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they burn-PAST,dinner,0,bobby552,,charlie133,6,c,0.124161405,6
bobby,553,catch,TRUE,FALSE,TRUE,in,time,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,catch-PAST them in time at least,dinner,8,bobby553,,charlie138,6,c,0.977186525,6
bobby,554,shrivel,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,they certain-dadj shrivel-PAST up,dinner,9,bobby554,,charlie140,7,c,0.771214531,7
bobby,557,smell,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,smell a little bit,dinner,3,bobby557,,charlie141,8,c,0.89364009,8
bobby,558,burn,TRUE,FALSE,FALSE,on,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,burn-PAST on the,dinner,2,bobby558,,charlie142,0,c,0.734994462,0
bobby,560,sit,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,sit down kid-PL,dinner,7,bobby560,,charlie145,0,c,0.046880356,0
bobby,568,want,TRUE,FALSE,FALSE,to,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want to,dinner,2,bobby568,,charlie148,6,c,0.002395614,6
bobby,572,put,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us put-ZERO the blueberry-PL on,dinner,6,bobby572,,charlie149,3,c,0.102787491,3
bobby,574,like,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,will-COND you like some,dinner,2,bobby574,,charlie155,6,c,0.669342184,6
bobby,576,know,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I know-PAST it,dinner,9,bobby576,,charlie157,9,c,0.046201936,9
bobby,577,know,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I know-PAST it,dinner,7,bobby577,,charlie160,7,c,0.628733741,7
bobby,578,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~genmod you do,dinner,1,bobby578,,charlie163,6,c,0.019501283,6
bobby,579,stop,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she stop-PAST eat-PRESP,dinner,2,bobby579,,charlie164,7,c,0.590111446,7
bobby,581,put,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~will you put-ZERO blueberry-PL,dinner,5,bobby581,,charlie167,7,c,0.400422894,7
bobby,583,wait,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wait a minute,dinner,3,bobby583,,charlie168,8,c,0.407035769,8
bobby,584,put,TRUE,TRUE,TRUE,on,top,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,wait~will you put-ZERO blueberry-PL on top,dinner,9,bobby584,,charlie171,5,c,0.1012023,5
bobby,585,taste,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it~will taste good-CP,dinner,6,bobby585,,charlie177,8,c,0.636596889,8
bobby,595,put,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,put-ZERO the whole package in there,dinner,4,bobby595,,charlie178,6,c,0.650171237,6
bobby,601,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,wait,you want~to wait,dinner,1,bobby601,,charlie182,6,c,0.373333028,6
bobby,601,wait,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want~to wait,dinner,1,bobby601,,charlie187,2,c,0.085824661,2
bobby,602,breathe,TRUE,FALSE,FALSE,on,bit,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,hafta breathe on them a little bit,dinner,2,bobby602,,charlie188,0,c,0.951415046,0
bobby,611,sit,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Bob sit down,dinner,1,bobby611,,charlie189,8,c,0.679636804,8
bobby,612,come,TRUE,FALSE,FALSE,at,table,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come here at the table,dinner,4,bobby612,,charlie190,6,c,0.707869152,6
bobby,616,cool,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,cool-PAST down,dinner,2,bobby616,,charlie194,8,c,0.184470537,8
bobby,623,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do we have a echo here tonight,dinner,7,bobby623,,charlie195,8,c,0.097320785,8
bobby,631,look,TRUE,FALSE,FALSE,at,mine,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look at mine Bob,dinner,0,bobby631,,charlie204,6,c,0.667734224,6
bobby,635,eat,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,eat up now,dinner,8,bobby635,,charlie206,9,c,0.332968395,9
bobby,636,finish,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us finish and go out and play,dinner,9,bobby636,,charlie207,3,c,0.668697233,3
bobby,636,go,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us finish and go out and play,dinner,9,bobby636,,charlie208,1,c,0.353697414,1
bobby,637,use,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not you use your spoon,dinner,8,bobby637,,charlie209,4,c,0.818672556,4
bobby,644,use,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not you use your spoon dear,dinner,1,bobby644,,charlie210,2,c,0.387805133,2
bobby,648,think,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,NONE,I think-PAST you be-PAST tell-PRESP him red,dinner,1,bobby648,,charlie211,4,c,0.77974717,4
bobby,650,know,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,but when it get-3S you know heavy it get-3S purple,dinner,8,bobby650,,charlie213,7,c,0.785212002,7
bobby,650,get,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,but when it get-3S you know heavy it get-3S purple,dinner,8,bobby650,,charlie215,3,c,0.336834823,3
bobby,652,put,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not put-ZERO them in,dinner,2,bobby652,,charlie217,5,c,0.706496807,5
bobby,659,eat,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,stop play-PRESP around and eat it,dinner,6,bobby659,,charlie219,2,c,0.204798977,2
bobby,660,eat,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you can eat it later,dinner,2,bobby660,,charlie220,0,c,0.043747822,0
bobby,662,pass,TRUE,TRUE,FALSE,out,napkin,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,please could you pass out some napkin-PL please,dinner,6,bobby662,,charlie221,4,c,0.059121712,4
bobby,664,need,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,need some help,dinner,5,bobby664,,charlie226,5,c,0.045701862,5
charlie,2,want,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,be,how big and strong do you want to be,dinner,7,charlie2,,charlie231,5,c,0.935033337,5
charlie,6,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,be,do you know what that might~have be-PASTP,dinner,6,charlie6,,charlie232,9,c,0.010674233,9
charlie,7,try,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,cross,that might~have be-PASTP a little boy who try-PAST to cross the street without look-PRESP,dinner,9,charlie7,,charlie236,5,c,0.727302235,5
charlie,7,cross,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that might~have be-PASTP a little boy who try-PAST to cross the street without look-PRESP,dinner,9,charlie7,,charlie239,1,c,0.971249303,1
charlie,8,slam,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and a car at the last minute slam-PAST its brake-PL on and come-PAST to a stop just in time,dinner,5,charlie8,,charlie241,9,c,0.173695828,9
charlie,8,come,FALSE,FALSE,FALSE,to,stop,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and a car at the last minute slam-PAST its brake-PL on and come-PAST to a stop just in time,dinner,5,charlie8,,charlie244,6,c,0.880580194,6
charlie,9,tell,FALSE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,NONE,do-PAST you tell Dad what we do-PAST today,dinner,4,charlie9,,charlie251,9,c,0.555927411,9
charlie,10,see,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,who~genmod we see,dinner,3,charlie10,,charlie252,7,c,0.797878051,7
charlie,13,see,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST we see Michael,dinner,2,charlie13,,charlie253,3,c,0.049519925,3
charlie,14,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,NONE,Michael tell-PAST me he be-PAST go-PRESP to to work,dinner,0,charlie14,,charlie254,2,c,0.542373499,2
charlie,16,come,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,actual-dadj Michael do-PAST~not come till this afternoon,dinner,8,charlie16,,charlie255,7,c,0.749211774,7
charlie,20,have,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be because he have-PAST to work too,dinner,9,charlie20,,charlie256,5,c,0.672335543,5
charlie,23,remember,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you remember the name of the beach you go-PAST to,dinner,2,charlie23,,charlie258,4,c,0.647815194,4
charlie,23,go,FALSE,TRUE,FALSE,to,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you remember the name of the beach you go-PAST to,dinner,2,charlie23,,charlie259,4,c,0.192234024,4
charlie,25,remember,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you do~not remember it this time,dinner,2,charlie25,,charlie261,0,c,0.141849412,0
charlie,33,go,TRUE,TRUE,FALSE,at,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and if we go at the other end come back and start that way,dinner,9,charlie33,,charlie262,0,c,0.473639418,0
charlie,33,come,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and if we go at the other end come back and start that way,dinner,9,charlie33,,charlie263,0,c,0.45570531,0
charlie,33,start,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and if we go at the other end come back and start that way,dinner,9,charlie33,,charlie265,5,c,0.859481821,5
charlie,34,look,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that look-3S very rare,dinner,8,charlie34,,charlie267,4,c,0.777815865,4
charlie,36,look,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that look-3S good-CP,dinner,9,charlie36,,charlie268,1,c,0.569398274,1
charlie,38,start,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not you start that way and I think it will cook more or less this I can eat myself,dinner,8,charlie38,,charlie271,7,c,0.045584172,7
charlie,38,think,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,cook,why do~not you start that way and I think it will cook more or less this I can eat myself,dinner,8,charlie38,,charlie272,1,c,0.02653879,1
charlie,38,cook,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not you start that way and I think it will cook more or less this I can eat myself,dinner,8,charlie38,,charlie273,0,c,0.561008579,0
charlie,38,eat,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why do~not you start that way and I think it will cook more or less this I can eat myself,dinner,8,charlie38,,charlie274,9,c,0.864399637,9
charlie,39,eat,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I can eat that,dinner,6,charlie39,,charlie277,8,c,0.67072614,8
charlie,40,eat,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I can eat that,dinner,2,charlie40,,charlie279,3,c,0.96985996,3
