child,comp[T.WH],embpred[T.True],embsubj[T.True],embtense[T.TENSED],embtense[T.TO],itr,obj[T.True],prep1[T.True],verb,sent,subcorp
charlie,0,0,0,0,0,0,1,0,have,she and Mike stay-PAST up until one thirty or two last night discuss-PRESP whether or not they will-COND have child-PL,0
charlie,0,0,0,0,0,0,1,1,want,and what their priority-PL be-PAST and what they want-PAST out_of their life-PL and what kind of person-PL they be-PAST and got_to me,7
charlie,0,0,0,0,0,0,0,0,say,I say-PAST if you have_to real-dadj start real-dadj consider-PRESP it it~be impossible to make that kind of decision you know,4
charlie,0,0,0,0,0,0,0,0,start,I say-PAST if you have_to real-dadj start real-dadj consider-PRESP it it~be impossible to make that kind of decision you know,4
charlie,0,0,0,0,0,0,0,0,make,I say-PAST if you have_to real-dadj start real-dadj consider-PRESP it it~be impossible to make that kind of decision you know,4
charlie,0,0,0,0,0,0,0,0,know,I say-PAST if you have_to real-dadj start real-dadj consider-PRESP it it~be impossible to make that kind of decision you know,4
charlie,0,0,0,0,0,0,0,0,look,you look-PAST cheer-dn and health-dn this morning,1
charlie,0,0,0,0,0,0,0,0,think,you think that will-COND make me look sick and ill,9
charlie,0,1,0,0,0,0,1,0,make,you think that will-COND make me look sick and ill,9
charlie,0,0,0,0,0,0,0,0,look,you think that will-COND make me look sick and ill,9
charlie,0,1,1,1,0,0,0,0,feel,all the question-PL that you feel that you probable-dadj ought_to ask but most person-PL do~not on why be-1S I bring-PRESP these child-PL child-PL into the world,4
charlie,0,0,0,0,0,0,0,0,ask,all the question-PL that you feel that you probable-dadj ought_to ask but most person-PL do~not on why be-1S I bring-PRESP these child-PL child-PL into the world,4
charlie,0,0,0,0,0,0,0,1,hope,and what kind of life do I hope for them,6
charlie,0,0,0,0,0,0,0,0,say,I say-PAST,3
charlie,0,1,1,1,0,0,0,0,wish,I wish I my heart have-PAST not be-PASTP so heavy with Juliet,3
charlie,0,1,0,1,0,0,0,0,have,I wish I my heart have-PAST not be-PASTP so heavy with Juliet,3
charlie,0,0,0,0,0,0,1,1,discuss,I will-COND~have enjoy-PASTP the opportunity to discuss with her her attitude toward family plane-PRESP and population control,2
charlie,0,1,1,1,0,0,0,0,think,do you think she have-3S a strong,2
charlie,0,0,0,0,0,0,0,0,have,do you think she have-3S a strong,2
charlie,0,0,0,0,0,0,0,0,make,well it~be fun-dn that for a person who make-3S a point of dedicate-PRESP herself to the solution of human problem-PL etcetera be-3S to some degree,1
charlie,0,1,1,1,0,0,0,0,say,a idealist to say you should be restrain-PAST in in the reproduction of your species because essential-dn it~be fun which be-PAST what her defense be-PAST,2
charlie,0,0,0,0,0,0,0,1,restrain,a idealist to say you should be restrain-PAST in in the reproduction of your species because essential-dn it~be fun which be-PAST what her defense be-PAST,2
charlie,0,0,0,0,0,0,0,0,kid,have-PRESP kid-3S be-3S,9
charlie,0,1,1,1,0,0,0,0,do,because how long do-3S she expect person-PL to be member-PL of the class in which they present-dadj find themselves,9
charlie,0,1,0,0,1,0,1,0,expect,because how long do-3S she expect person-PL to be member-PL of the class in which they present-dadj find themselves,9
charlie,0,0,0,0,0,0,0,0,find,because how long do-3S she expect person-PL to be member-PL of the class in which they present-dadj find themselves,9
charlie,0,0,0,0,0,0,0,0,say,let~us say you know a generation down the road may be two or three,1
charlie,0,0,0,0,0,0,0,0,know,let~us say you know a generation down the road may be two or three,1
charlie,0,0,0,0,0,0,0,0,mean,I mean,8
charlie,0,0,0,0,0,0,0,0,have,you know you have your Adams family-PL and stuff like that,0
charlie,0,0,0,0,0,0,0,1,look,you look at,0
charlie,0,1,0,1,0,0,0,0,know,you know there be-PAST a thing in Time magazine this week on descendant-PL of the of the original founding father-PL,5
charlie,0,0,0,0,0,0,1,0,know,and they~be plumber-PL and whatever you know,2
charlie,0,0,0,0,0,0,0,0,feel,well they will be feel-PAST immediate-dadj,1
charlie,0,0,0,0,0,0,0,0,think,but I think she,1
charlie,0,0,0,0,0,0,0,0,time,by which time you have no reason to expect that your progeny be-PRES go-PRESP~to have the same,0
charlie,0,1,0,0,1,0,1,0,have,by which time you have no reason to expect that your progeny be-PRES go-PRESP~to have the same,0
charlie,0,0,1,1,0,0,0,0,expect,by which time you have no reason to expect that your progeny be-PRES go-PRESP~to have the same,0
charlie,0,0,0,0,0,0,0,0,have,by which time you have no reason to expect that your progeny be-PRES go-PRESP~to have the same,0
charlie,0,0,0,0,0,0,0,0,value,value-3S,9
charlie,0,0,0,0,0,0,0,1,bring,well or or the same resource-PL that you~be go-PRESP~to have_to bring up their child-PL as,9
charlie,0,0,0,0,0,0,1,0,assume,but what she assume-3S be-3S that your progeny,8
charlie,0,0,0,0,0,0,0,1,take,and even if they be-PRES economic-dadj self sustain-PRESP they~be go-PRESP~to take up space and they~be go-PRESP~to compete for resource-PL with everybody else,1
charlie,0,0,0,0,0,0,0,1,compete,and even if they be-PRES economic-dadj self sustain-PRESP they~be go-PRESP~to take up space and they~be go-PRESP~to compete for resource-PL with everybody else,1
charlie,0,0,0,0,0,0,0,0,buy,they~be go-PRESP~to buy you know,3
charlie,0,0,0,0,0,0,0,0,know,they~be go-PRESP~to buy you know,3
charlie,0,0,0,0,0,0,0,1,split,we~be go-PRESP~to split-ZERO between the three,3
charlie,0,1,0,0,1,0,0,0,decide,male heir-PL or however they decide to split-ZERO it,3
charlie,0,0,0,0,0,0,1,0,split,male heir-PL or however they decide to split-ZERO it,3
charlie,0,0,0,0,0,0,0,0,agree,I agree but your speak-PRESP from the conservationist~s point of view and it will-COND be interest-PRESP to hear,3
charlie,0,0,0,0,0,0,0,0,hear,I agree but your speak-PRESP from the conservationist~s point of view and it will-COND be interest-PRESP to hear,3
charlie,0,0,0,0,0,0,0,0,want,well even from a human from a aesthetic point of view in which she want,7
charlie,0,0,0,0,0,0,0,0,think,I think there~be suppose-PAST to be what twice as many person-PL in by the year two thousand or something like that,9
charlie,0,1,0,0,1,0,0,0,suppose,I think there~be suppose-PAST to be what twice as many person-PL in by the year two thousand or something like that,9
charlie,0,0,0,0,0,0,0,0,want,do-3S she want that,4
charlie,0,0,0,0,0,0,0,0,know,I do~not know whether she,8
charlie,0,0,1,1,0,0,0,1,seem,it seem-3S to me she~be take-PRESP very much in the attitude of,0
charlie,0,0,0,0,0,0,1,1,find,I find pleasure in it right now and it~be somebody else~s problem later,1
charlie,0,0,0,0,0,0,0,0,think,you think that~be the way she~be view-PRESP it,0
charlie,0,0,1,1,0,0,0,0,think,I think she~be catch-PASTP in a fun-dn position in that she~be now very much of a woman-PL~s movement member,4
charlie,0,0,0,0,0,0,1,0,spend,but where she spend-PAST her life bring-PRESP up her child-PL and do-PRESP nothing but bring-PRESP up her child-PL,4
charlie,0,1,0,1,0,0,0,0,say,you can~not real-dadj say that be-PAST a total waste of time,5
charlie,0,0,0,0,0,0,0,0,believe,first of all she do-3S~not believe it,9
charlie,0,1,0,0,1,0,0,0,want,second-dadj she do-3S~not want~to believe it,7
charlie,0,0,0,0,0,0,1,0,believe,second-dadj she do-3S~not want~to believe it,7
charlie,1,0,1,1,0,0,0,0,see,see what I~be aim-PRESP at be-3S that argument-PL for population control do~not say that that bring-PRESP up child-PL be-3S a waste by any mean-3S,6
charlie,0,0,0,0,0,0,0,0,say,see what I~be aim-PRESP at be-3S that argument-PL for population control do~not say that that bring-PRESP up child-PL be-3S a waste by any mean-3S,6
charlie,0,0,0,0,0,0,0,0,mean,see what I~be aim-PRESP at be-3S that argument-PL for population control do~not say that that bring-PRESP up child-PL be-3S a waste by any mean-3S,6
charlie,0,0,0,0,0,0,0,0,acknowledge,it acknowledge-3S the fact that child-PL be-PRES you know a rare and unique pleasure,7
charlie,0,0,0,0,0,0,0,0,know,it acknowledge-3S the fact that child-PL be-PRES you know a rare and unique pleasure,7
charlie,0,0,0,0,0,0,1,1,do,at time-PL you just can~not do it in a world of finite resource-PL,5
charlie,0,0,0,0,0,0,0,1,seem,it seem-3S to me that you,2
charlie,0,0,0,0,0,0,0,0,understand,I can understand two but more than two no matter how talented and clever you may think you be-PRES,2
charlie,0,1,0,1,0,0,1,0,think,I can understand two but more than two no matter how talented and clever you may think you be-PRES,2
charlie,0,0,0,0,0,0,1,0,feel,if you~be talented and clever enough to feel those person-PL who be-PRES~not will have too many child-PL then you have_to more than make up for your share too many,4
charlie,0,0,0,0,0,0,0,1,have,if you~be talented and clever enough to feel those person-PL who be-PRES~not will have too many child-PL then you have_to more than make up for your share too many,4
charlie,0,0,0,0,0,0,0,0,make,if you~be talented and clever enough to feel those person-PL who be-PRES~not will have too many child-PL then you have_to more than make up for your share too many,4
charlie,0,0,0,0,0,0,0,0,get,it just get-3S a little fun-dn because first it~be distinct-dadj,3
charlie,0,0,0,0,0,0,0,0,say,you know person-PL say that,0
charlie,0,1,0,0,1,0,0,0,want,if you do~not want~to eat it that~be okay too,7
charlie,0,0,0,0,0,0,1,0,eat,if you do~not want~to eat it that~be okay too,7
charlie,0,0,0,0,0,0,1,0,want,but I do~not want you play-PRESP with it,2
charlie,0,0,0,0,0,0,0,0,play,no good to play,9
charlie,0,1,1,0,1,0,1,0,know,you know what~be a good thing to eat with,3
charlie,0,0,0,0,0,0,0,1,eat,you know what~be a good thing to eat with,3
charlie,0,0,0,0,0,0,1,1,express,what she express-3S a_lot_of concern for and seem-3S to have a genuine concern for be-3S reflect-PASTP in the program-PL in the Y and so forth,9
charlie,0,1,0,0,1,0,0,0,seem,what she express-3S a_lot_of concern for and seem-3S to have a genuine concern for be-3S reflect-PASTP in the program-PL in the Y and so forth,9
charlie,0,0,0,0,0,0,1,0,have,what she express-3S a_lot_of concern for and seem-3S to have a genuine concern for be-3S reflect-PASTP in the program-PL in the Y and so forth,9
charlie,0,0,0,0,0,0,0,0,know,you know the the disenfranchise-PASTP the disadvantaged the poor the need-dv and so forth and so on,8
charlie,0,0,0,0,0,0,0,0,turn,and then she turn-3S around and say-3S that,6
charlie,0,0,0,0,0,0,0,0,say,and then she turn-3S around and say-3S that,6
charlie,0,0,0,0,0,0,0,1,restrain,you as member-PL of the upper middle class should~not restrain from have-PRESP child-PL because yours be-PRES go-PRESP~to be yours be-PRES go-PRESP~to be,7
charlie,0,0,0,0,0,0,1,1,strike,which strike-3S me as you know elitist in the extreme,5
charlie,0,0,0,0,0,0,0,0,know,which strike-3S me as you know elitist in the extreme,5
charlie,0,0,0,0,0,0,1,0,make,it make-3S her so obvious-dadj content-PASTP,2
charlie,0,0,0,0,0,0,1,0,explain,may explain why she have-3S so much trouble get-PRESP along with the person-PL she,8
charlie,0,0,0,0,0,0,0,1,deal,has_to deal with,1
charlie,0,1,0,0,1,0,0,0,hate,I hate to say that I go both way-PL,0
charlie,0,1,1,1,0,0,0,0,say,I hate to say that I go both way-PL,0
charlie,0,0,0,0,0,0,1,0,go,I hate to say that I go both way-PL,0
charlie,0,0,0,0,0,0,1,1,talk,have-PRESP more than two but when I talk to her she or somebody like her and they say you should have more,4
charlie,0,0,0,0,0,0,0,0,say,have-PRESP more than two but when I talk to her she or somebody like her and they say you should have more,4
charlie,0,0,0,0,0,0,0,0,have,have-PRESP more than two but when I talk to her she or somebody like her and they say you should have more,4
charlie,0,0,0,0,0,0,0,0,find,what fun it be-3S I find myself say-PRESP right that~be great,0
charlie,0,0,0,0,0,0,1,0,clean,first I have_to clean you off,7
charlie,0,0,0,0,0,0,0,0,wait,will-COND you wait here,2
charlie,0,0,0,0,0,0,0,0,want,you do~not want any,9
charlie,0,1,0,0,1,0,0,1,have,I think you have enough on your shirt to last you through a long cold winter,7
charlie,0,0,0,0,0,0,1,1,last,I think you have enough on your shirt to last you through a long cold winter,7
charlie,0,0,0,0,0,0,1,0,see,let~us see your face,6
charlie,0,1,1,1,0,0,0,0,know,hey you know what will-COND happen if I be-PAST~not hold-PRESP on to this chair,7
charlie,0,0,0,0,0,0,0,0,happen,hey you know what will-COND happen if I be-PAST~not hold-PRESP on to this chair,7
charlie,0,0,0,0,0,0,0,1,fall,you~genmod fall on your nose,1
charlie,0,0,0,0,0,0,1,0,get,get down sweet-dadj,2
charlie,0,0,0,0,0,0,1,1,put,put-ZERO your foot down the middle that~be the boy,7
charlie,0,0,0,0,0,0,0,0,show,now be-3S when you can show,5
charlie,0,0,0,0,0,0,0,0,fly,can you fly,4
charlie,0,0,0,0,0,0,1,1,tell,and tell your new toy-PL from your birth,5
charlie,0,0,0,0,0,0,0,0,use,use the back okay,6
charlie,0,0,0,0,0,0,1,0,have,I~be go-PRESP to have my dinner,1
charlie,0,0,0,0,0,0,0,0,stay,be-PRES you go-PRESP to stay out here and play,2
charlie,0,0,0,0,0,0,1,0,finish,I~be go-PRESP~to finish my dinner,4
charlie,0,1,0,0,1,0,0,0,like,but if you will-COND like to stay out here and play that~be fine,9
charlie,0,0,0,0,0,0,0,0,stay,but if you will-COND like to stay out here and play that~be fine,9
charlie,0,0,0,0,0,0,0,1,play,you~be go-PRESP~to play with everything,2
david,0,0,0,0,0,0,1,1,tell,you do-PAST~not tell me about the swan boat ride yesterday,7
david,0,0,0,0,0,0,1,0,eat,what do-PAST you eat,2
david,0,0,0,0,0,0,0,0,get,do-PAST~not they get any,6
david,0,0,0,0,0,0,1,0,have,do-PAST you have your lunch there,7
david,0,0,0,0,0,0,0,1,go,or do-PAST you just ride down and there and go around in the way,3
david,0,0,0,0,0,0,1,0,know,and you know what,7
david,0,0,0,0,0,0,1,1,get,they do-PAST~not get seat-PL on the way back and so they be-PAST hold-PRESP on to the pole-PL and sway-PRESP back and forth,6
david,0,0,0,0,0,0,0,0,do,they do-PAST,9
david,1,0,1,0,0,0,1,0,tell,tell Dad where you~be go-PRESP tomorrow,7
david,0,0,0,0,0,0,0,1,go,oh you~genmod rather go to the beach than the science museum,0
david,0,0,0,0,0,0,1,0,ask,can you ask them,0
david,0,0,1,0,0,0,0,0,decide,well how do-PAST they decide who~be go-PRESP to the beach David,3
david,0,0,0,0,0,0,1,0,tell,do-PAST you tell the teach-dv,2
david,0,1,0,0,1,0,0,0,want,do-PAST you tell them you want to go to the beach,5
david,0,0,0,0,0,0,0,1,go,do-PAST you tell them you want to go to the beach,5
david,0,1,1,1,0,0,0,0,mean,you mean you can~not have any say yourself,9
david,0,0,0,0,0,0,0,0,have,you mean you can~not have any say yourself,9
david,0,0,0,0,0,0,0,0,say,you mean you can~not have any say yourself,9
david,0,0,0,0,0,0,1,0,know,you know that big esplanade,5
david,0,1,0,0,1,0,0,0,go,that big shell where we go-PAST to see the,9
david,0,0,0,0,0,0,0,0,see,that big shell where we go-PAST to see the,9
david,0,0,0,0,0,0,0,0,walk,it~be a long walk,6
david,0,0,0,0,0,0,1,0,remember,remember how last time you go-PAST that you be-PAST so tire-PASTP,0
david,0,1,1,1,0,0,0,0,go,remember how last time you go-PAST that you be-PAST so tire-PASTP,0
david,0,1,0,0,1,0,0,0,have,and I have-PAST to carry you home,3
david,0,0,0,0,0,0,1,0,carry,and I have-PAST to carry you home,3
david,0,0,0,0,0,0,0,0,go,Daddy can we go,7
david,0,0,0,0,0,0,1,0,think,honey I real-dadj think it~be go-PRESP~to be too late,7
david,0,0,0,0,0,0,0,0,do,you do,4
david,0,0,0,0,0,0,0,1,speak,well I~will speak to Ken and Rich,7
david,0,0,0,0,0,0,0,1,speak,I~will speak with Ken and Rich,5
david,0,0,0,0,0,0,1,0,give,I I do-PAST~not give him enough meat,6
david,0,0,0,0,0,0,1,0,like,like-PAST it,0
david,0,0,0,0,0,0,1,0,give,you can give him some of mine,3
david,1,1,1,1,0,0,0,0,know,you know what I see-PAST today David,8
david,0,0,0,0,0,0,1,0,see,you know what I see-PAST today David,8
david,0,0,0,0,0,0,1,0,have,she have-3S a great big dog,0
david,0,0,0,0,0,0,0,0,say,she say-PAST,2
david,0,0,1,0,0,0,1,0,stop,stop it you guy-PL,9
david,0,0,0,0,0,0,0,0,do,yeah they do-PAST,4
david,0,0,0,0,0,0,0,0,stop,yeah they stop-PAST,5
david,0,0,0,0,0,0,0,0,know,you know that Betty~be go-PRESP to bring that dog to Israel,4
david,0,0,0,0,0,0,0,0,bring,you know that Betty~be go-PRESP to bring that dog to Israel,4
david,0,0,0,0,0,0,0,1,dog,you know that Betty~be go-PRESP to bring that dog to Israel,4
david,0,0,0,0,0,0,1,0,believe,I do~not believe it,2
david,0,1,1,1,0,0,0,1,meet,Betty be-3S a lady that you meet-PAST at the party we go-PAST to the picnic party we go-PAST to last week,5
david,0,0,0,0,0,0,0,1,go,Betty be-3S a lady that you meet-PAST at the party we go-PAST to the picnic party we go-PAST to last week,5
david,0,0,0,0,0,0,0,1,go,Betty be-3S a lady that you meet-PAST at the party we go-PAST to the picnic party we go-PAST to last week,5
david,0,0,0,0,0,0,1,0,make,I have~not make-PAST a salad,7
david,0,1,0,0,1,0,0,0,want,you want~to have some,4
david,0,0,0,0,0,0,0,0,have,you want~to have some,4
david,0,0,0,0,0,0,0,0,know,no Pam think-3S you know illegal to charge for improvement-PL that have~not be-PASTP make-PASTP,2
david,0,0,0,0,0,0,0,1,charge,no Pam think-3S you know illegal to charge for improvement-PL that have~not be-PASTP make-PASTP,2
david,0,0,0,0,0,0,0,0,pop,your book pop-PAST up,4
david,0,0,0,0,0,0,0,1,eat,do you still eat in the in the kitchen,3
david,0,0,0,0,0,0,0,1,eat,no he eat-3S in a big room,2
david,0,0,0,0,0,0,0,1,eat,be-3S that the way you eat at school David,5
david,0,0,0,0,0,0,0,0,like,do you like eat-PRESP in the big room now,7
david,0,0,0,0,0,0,0,0,know,you know when you go back to school,8
david,0,0,0,0,0,0,0,1,go,you know when you go back to school,8
david,0,0,0,0,0,0,0,1,go,when you go back to school next fall you~be go-PRESP~to be one of the big kid-PL,2
david,0,0,0,0,0,0,0,0,know,do-PAST you know that,4
david,0,0,0,0,0,0,1,0,buy,I buy-PAST cognac,2
david,0,0,0,0,0,0,1,0,have,I have-PAST a long conversation with the guy at the liquor store,3
david,0,0,0,0,0,0,0,0,guess,and I guess,2
david,0,0,0,0,0,0,0,0,know,and he be-PAST like smirk-PRESP and laugh-PRESP that I do-PAST~not know,2
david,0,0,0,0,0,0,0,0,say,so I say-PAST,1
david,0,0,0,0,0,0,0,0,go,and he go-3S,2
david,0,1,1,1,0,0,0,0,know,you know he say-3S first of all brandy be-3S the piece-PL of of grape that be-PRES left over when they make wine,5
david,0,0,0,0,0,0,0,0,say,you know he say-3S first of all brandy be-3S the piece-PL of of grape that be-PRES left over when they make wine,5
david,0,0,0,0,0,0,1,0,make,you know he say-3S first of all brandy be-3S the piece-PL of of grape that be-PRES left over when they make wine,5
david,0,0,0,0,0,0,1,1,make,they make brandy out_of that,0
david,0,0,0,0,0,0,0,1,make,and cognac be-3S one very special kind of brandy that~be make-PAST in France,6
david,0,0,0,0,0,0,1,0,finish,well if you finish your dinner David you can go out and play with him,7
david,0,0,0,0,0,0,0,0,go,well if you finish your dinner David you can go out and play with him,7
david,0,0,0,0,0,0,0,0,know,you~be suppose-PASTP to be at the table you know why,0
david,0,0,0,0,0,0,0,0,say,there~be a tape record-dv tape record-PRESP everything you say,8
david,0,1,0,0,1,0,0,0,want,and they want~to hear more if you say more thing-PL okay,5
david,0,0,0,0,0,0,0,0,hear,and they want~to hear more if you say more thing-PL okay,5
david,0,0,0,0,0,0,1,0,say,and they want~to hear more if you say more thing-PL okay,5
david,0,0,0,0,0,0,0,1,sit,now sit down with us and say some more thing-PL,6
david,0,0,0,0,0,0,1,0,say,now sit down with us and say some more thing-PL,6
david,0,0,0,0,0,0,1,1,hear,no they can~not hear you from there,8
david,0,0,0,0,0,0,0,1,sit,you hafta sit here on your seat,2
david,0,0,0,0,0,0,1,0,bring,you bring those little fun-dn book-PL back to school today,2
david,0,0,0,0,0,0,0,1,check,oh David real-dadj check-PAST out a good book today,0
david,0,0,0,0,0,0,1,0,go,why do~not you go show Dad,3
david,0,1,0,0,1,0,0,0,want,want~to bring it to me,4
david,0,0,0,0,0,0,1,1,bring,want~to bring it to me,4
david,0,0,0,0,0,0,1,0,read,I can~not read-ZERO it when I~be eat-PRESP but you can show it to me,7
david,0,0,0,0,0,0,1,1,show,I can~not read-ZERO it when I~be eat-PRESP but you can show it to me,7
david,0,1,1,1,0,0,0,0,look,I do not look I do not like that Sam_I_am,3
david,0,0,0,0,0,0,1,0,do,I do not look I do not like that Sam_I_am,3
david,0,0,0,0,0,0,1,0,like,do you like green egg-PL and ham,9
david,0,0,0,0,0,0,0,0,eat,why do~not you pretend that your food~s green egg-PL and ham and let~us eat,9
david,0,0,0,0,0,0,1,0,pretend,we~will pretend your mash-PASTP potato-PL,2
david,0,1,0,0,1,0,1,0,want,what do you want to pretend your green egg-PL be-PRES,3
david,0,1,1,1,0,0,0,0,pretend,what do you want to pretend your green egg-PL be-PRES,3
david,0,0,0,0,0,0,0,0,sit,sit down,4
david,0,0,0,0,0,0,1,1,read,I~will read-ZERO it to you,7
david,0,0,0,0,0,0,0,0,pretend,so we~will pretend it~be green egg-PL and let~us see,6
david,0,0,0,0,0,0,0,0,see,so we~will pretend it~be green egg-PL and let~us see,6
david,0,0,0,0,0,0,1,0,like,I do not like them Sam_I_am,0
david,0,0,0,0,0,0,1,0,like,will-COND you like them here or there,5
david,0,0,0,0,0,0,1,0,like,I do not like them Sam_I_am,4
david,0,0,0,0,0,0,1,1,like,do you like them in a house,0
david,0,0,0,0,0,0,1,1,like,I do not like them in a,3
david,0,0,0,0,0,0,1,0,like,I do not like them,3
david,0,0,0,0,0,0,1,0,like,I do not like green egg-PL and ham,8
david,0,0,0,0,0,0,1,0,like,I do not like them Sam_I_am,5
david,0,0,0,0,0,0,1,1,eat,will-COND you eat them in a box,3
david,0,0,0,0,0,0,1,1,eat,will-COND you eat them with a,8
david,0,1,1,1,0,0,0,0,know,do you know they do~not have bagel-PL in Israel,9
david,0,0,0,0,0,0,1,1,have,do you know they do~not have bagel-PL in Israel,9
david,0,0,0,0,0,0,1,0,believe,could~not believe it,9
david,0,0,0,0,0,0,1,0,have,be-PAST say-PRESP they have pretzel-PL they,7
david,0,0,0,0,0,0,0,1,sell,sell on the street like the big fat pretzel-PL they sell in New York,0
david,0,0,0,0,0,0,0,1,sell,sell on the street like the big fat pretzel-PL they sell in New York,0
david,0,0,0,0,0,0,1,0,have,but they do~not have bagel-PL,4
david,0,0,0,0,0,0,0,0,say,and somebody say-PAST,6
david,0,0,0,0,0,0,1,1,eat,so what do you eat with your lox,1
david,0,0,0,0,0,0,0,0,say,he say-PAST,4
david,0,0,0,0,0,0,1,0,have,we do~not have lox,9
david,0,0,0,0,0,0,1,0,have,we do~not have a problem,1
david,0,0,0,0,0,0,0,1,think,I~be afraid we be-PRES I think with your cream cheese and and,4
david,0,0,0,0,0,0,0,0,do,what~be we go-PRESP~to do when we want~to have a garlic bagel David or a onion bagel,8
david,0,1,0,0,1,0,0,0,want,what~be we go-PRESP~to do when we want~to have a garlic bagel David or a onion bagel,8
david,0,0,0,0,0,0,0,0,have,what~be we go-PRESP~to do when we want~to have a garlic bagel David or a onion bagel,8
david,1,1,1,1,0,0,0,0,know,I know what we could do,6
david,0,0,0,0,0,0,1,0,do,I know what we could do,6
david,0,0,0,0,0,0,1,0,have,we could have Grandma Rose send us some in the mail,5
david,0,0,0,0,0,0,1,0,send,we could have Grandma Rose send us some in the mail,5
david,0,0,0,0,0,0,0,0,know,I do~not know,3
david,0,1,1,1,0,0,0,0,think,I think they do,1
david,0,0,0,0,0,0,0,0,do,I think they do,1
david,0,0,0,0,0,0,0,1,mean,you mean in Hebrew,9
david,0,0,0,0,0,0,0,0,know,you know what this be-3S call-PASTP in English,9
david,1,1,1,1,0,0,0,0,know,you know what that~be call-PAST in English,4
david,0,0,0,0,0,0,0,1,call,you know what that~be call-PAST in English,4
david,0,0,0,0,0,0,0,0,flake,that~be a box of corn flake-3S,3
david,0,0,0,0,0,0,0,0,care,I do~not care if you guy-PL do~not like it,1
david,0,0,0,0,0,0,1,0,like,I do~not care if you guy-PL do~not like it,1
david,0,0,0,0,0,0,0,0,think,I think it~be delicious,3
david,0,0,0,0,0,0,1,0,eat,eat them eat them here they be-PRES,6
david,0,1,1,1,0,0,1,0,eat,eat them eat them here they be-PRES,6
david,0,0,0,0,0,0,1,0,like,you may like them,4
david,0,0,0,0,0,0,0,0,see,you will see,7
david,0,0,0,0,0,0,1,1,like,he may like them in a,2
david,0,0,0,0,0,0,1,0,let,not in the car you let-ZERO me be,4
david,0,0,0,0,0,0,1,1,like,I do not like them in a box I do not like them with a,1
david,0,0,0,0,0,0,1,1,like,I do not like them in a box I do not like them with a,1
david,0,0,0,0,0,0,1,1,like,I do not like them in a,2
david,0,0,0,0,0,0,1,1,like,I do not like them with a mouse,2
david,0,0,0,0,0,0,1,0,like,I do not like them here or there I do not like them anywhere,7
david,0,0,0,0,0,0,1,0,like,I do not like them here or there I do not like them anywhere,7
david,0,0,0,0,0,0,1,0,like,I do not like green egg-PL and ham,8
david,0,0,0,0,0,0,1,0,like,I do not like them Sam_I_am,9
david,0,0,0,0,0,0,1,0,do,what will-COND you do if you have-PAST a kid who do-PAST~not want to eat them,5
david,0,0,0,0,0,0,0,0,have,what will-COND you do if you have-PAST a kid who do-PAST~not want to eat them,5
david,0,1,0,0,1,0,0,0,want,what will-COND you do if you have-PAST a kid who do-PAST~not want to eat them,5
david,0,0,0,0,0,0,1,0,eat,what will-COND you do if you have-PAST a kid who do-PAST~not want to eat them,5
david,0,1,0,0,1,0,1,0,want,what now if you want~to be a nice person what will-COND how will-COND you make him eat his food,3
david,0,0,0,0,0,0,1,0,make,what now if you want~to be a nice person what will-COND how will-COND you make him eat his food,3
david,0,0,0,0,0,0,1,0,eat,what now if you want~to be a nice person what will-COND how will-COND you make him eat his food,3
david,0,1,0,0,1,0,0,1,put,what could you put-ZERO on his food to make taste good-CP,8
david,0,0,0,0,0,0,0,0,make,what could you put-ZERO on his food to make taste good-CP,8
david,0,0,0,0,0,0,0,0,taste,what could you put-ZERO on his food to make taste good-CP,8
david,0,0,0,0,0,0,1,0,put,no you can put-ZERO it down,5
david,0,0,0,0,0,0,1,0,want,you want a artichoke heart,7
david,0,1,1,1,0,0,0,0,think,I do~not think I can eat one,4
david,0,0,0,0,0,0,0,0,eat,I do~not think I can eat one,4
david,0,0,0,0,0,0,1,0,make,I~will make your sandwich with artichoke-PL,5
david,0,1,0,0,1,0,1,0,have,I do-PAST~not real-dadj have time to do it the way you~be suppose-PASTP to in a casserole layer-PAST in the oven,1
david,0,0,0,0,0,0,1,0,do,I do-PAST~not real-dadj have time to do it the way you~be suppose-PASTP to in a casserole layer-PAST in the oven,1
david,0,0,0,0,0,0,0,0,layer,I do-PAST~not real-dadj have time to do it the way you~be suppose-PASTP to in a casserole layer-PAST in the oven,1
david,0,0,0,0,0,0,0,0,use,and I do-PAST~not use a entire bottle of wine the way it say-PAST to,6
david,0,0,0,0,0,0,0,1,say,and I do-PAST~not use a entire bottle of wine the way it say-PAST to,6
david,0,0,0,0,0,0,1,0,use,and I do-PAST~not use French cognac,7
david,0,0,0,0,0,0,1,0,cost,it cost-3S twelve dollar-PL a bottle,0
david,0,0,0,0,0,0,1,0,say,say what,4
david,0,0,0,0,0,0,1,0,mean,you mean the tape record-dv,2
david,0,0,0,0,0,0,0,0,say,oh it~be it~be record-PRESP everything that we say,4
david,0,1,0,0,1,0,0,0,like,yes will-COND you like to listen to it after dinner,6
david,0,0,0,0,0,0,0,1,listen,yes will-COND you like to listen to it after dinner,6
david,0,0,0,0,0,0,0,0,ask,well we have_to ask the lady if we can,2
david,0,0,0,0,0,0,1,0,finish,no first we~be go-PRESP~to finish dinner and and then,9
david,0,0,0,0,0,0,1,0,have,we~be go-PRESP~to have dessert,9
